keywords,year,id,_title,_author,_month,_day,_path,_fulltext
"All,summ,dumm,flieg,klick,bleich,toll,krieg,bumm,betreff,fixabo,alltäglichkeiten,kleines,bienlein,augen,blick,sehe,leich,stehen,lassen,laufen",2018,0063, Summ summ Summ,BenLo,03,16,vikus-viewer/data/fulltext/pdf/zh180316 - 18 - Summ summ Summ.pdf,"|
alltäglichkeiten
ộ
summ summ summ
lo
summ  summ  summ 
was sind wir alle dumm 
flieg  flieg  flieg 
du kleines bienlein flieg 
klick  klick  klick
wenn ich in deine augen blick
bleich  bleich  bleich
sehe ich so manche leich 
dumm  dumm  dumm 
so stehen wir hier rum
toll  toll  toll 
und lassen uns laufen voll 
rum  rum  rum
viel zu viel läuft krumm
wir  wir  wir 
es reden so viele  wirr 
krieg  krieg  krieg 
es gibt doch keinen sieg 
                                                      
bumm  bumm  bumm 
was waren wir doch dumm…
an- oder abmeldungen bitte an  anbenlo@gmx de 
kostet wirklich nichts
mit betreff  fixabo bzw  nixabo 
also schnell fixabo 
lob und tadel mit betreff 
zh 180316-18 - summ summ summ
an anbenlo@gmx de  
seite 1 von 1
 "
"All,merkwürdig,ansicht,steht,sehen,schon,alltäglichkeiten,hallo,geht,heute,kannst,melden,datei,bearbeiten,absicht,einfügen,format,optionen,täglich,millionen,extras",2017,0064, Merkwürdig,BenLo,05,20,vikus-viewer/data/fulltext/pdf/zh170520 - 14 - Merkwürdig.pdf,"|
alltäglichkeiten
ộ
merkwürdig
lo
hallo  wie geht es dir heute  
kannst dich ja mal melden  
datei bearbeiten ansicht 
steht das denn da mit absicht  
einfügen format optionen 
das sehen täglich millionen  
auch extras und hilfe steht zu lesen 
was sind wir doch merkwürdige wesen  
viele menschen sehen diese worte 
auf dieser welt an jedem orte  
und ich bin einer der wenigen hier 
die den kontakt suchen zu dir  
ach ja  ihr lieben leute  
wir sind schon tolle helden  
ich bin schon dieser ansicht  
und  - übt mit mir noch nachsicht 
anbenlo@gmx de
zh170520-14  -  merkwürdig - seite 1 von 1
 "
"All,betreff,alltäglichkeiten,010203111415222324343536475256575965678283,01-ganze-03,04-herde,wannsee-06,07-besten,hund,welt-11,12-zusammen,gebellt-13,14-rasen,17-nasen-19,20-vorne,kopf,steht,24-knopf,dreht,33-darf,draht-40",2017,0065, 010203111415222324etc,BenLo,12,12,vikus-viewer/data/fulltext/pdf/zh171212 - 17 - 010203111415222324etc.pdf,"|
alltäglichkeiten
ộ
010203111415222324343536475256575965678283
lo
01-wenn die ganze-03
04-herde am wannsee-06
07-vom besten hund der welt-11
12-zusammen gebellt-13
14-auf dem rasen -16
17-mit ihren nasen-19
20-vorne am kopf steht -23
24-dann ist es  wie wenn einer am knopf dreht -32
33-und darf man sich dann über einen draht-40
41-der trotz sehr viel grat-45
46-sich nicht lassen will entzundern-50
51-großartig wundern -52
53-erst bin ich hin und dann wieder weg -60
61-für einen durchschnittlichen menschen -64
65-einem normalen arsch hat das keinen zweck -71
72-manch einer läßt sich beregnen -76
77-macht keinen spaß so einem zu begegnen -83
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh171212 - 17 - 010203111415222324etc„
seite 1 von 1
an anbenlo@gmx de  
sein
 "
"All,hallo,menschen,schon,zahl,mache,strich,obwohl,gerade,hälfte,vorgegebenen,befragt,offensichtlich,betreff,darf,spalte,alltäglichkeiten,umfragen,fragen,gerne,wiedersehen",2017,0066, IV,BenLo,07,18,vikus-viewer/data/fulltext/pdf/zh170718 - 14 - Umfrage I - IV.pdf,"|
alltäglichkeiten
ộ
umfragen i bis iv
lo
i
hallo  hallo sie da 
ja  meinen sie mich 
ja sie 
was wollen sie denn 
darf ich sie etwas fragen 
ja  gerne  was wollen sie denn wissen 
alles klar  danke  das war es schon  
auf wiedersehen 
ich mache wieder einen strich in der spalte „ja   es ist schon jetzt  obwohl ich gerade mal 
die hälfte der vorgegebenen zahl von menschen befragt habe  offensichtlich  dass eine 
überwiegende mehrheit der menschen sich gerne befragen lässt 
ii
hallo  hallo sie da  
ja  meinen sie mich  
ja sie  
was wollen sie denn  
darf ich sie etwas fragen  
nein  gehen sie weg  
ok  auf wiedersehen  
ich mache einen strich in der spalte „nein   es ist schon jetzt  obwohl ich gerade mal die 
hälfte der vorgegebenen zahl von menschen befragt habe  offensichtlich  dass selbst von 
den menschen  die sich nicht befragen lassen wollen  eine grosse anzahl immerhin eine 
frage doch beantwortet 
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh170718-14  -  umfrage i - iv„
seite 1 von 2
an anbenlo@gmx de  
sein
 |
alltäglichkeiten
ộ
umfragen i bis iv
lo
iii
hallo  hallo sie da  
hmm    
sie  hallo 
… 
darf ich sie etwas …    
  
na gut  dann nicht  - tschau    
ich mache einen strich in der spalte „nix   es ist schon jetzt  obwohl ich gerade mal die 
hälfte der vorgegebenen zahl von menschen befragt habe  offensichtlich  dass eine grosse 
zahl von menschen  wirklich gar keine frage beantwortet 
iv
haaallooo   
halloo 
hmm   
tja  
ich mache keinen strich  es ist schon jetzt  obwohl ich gerade mal die hälfte der 
vorgegebenen zahl von menschen befragt habe  offensichtlich  dass die riesengroße 
mehrheit der menschheit überhaupt nicht von mir erreicht wird 
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh170718-14  -  umfrage i - iv„
seite 2 von 2
an anbenlo@gmx de  
sein
 "
"All,religion,bedürfnis,immer,menschliches,mehr,alltäglichkeiten,besser,versuch,befriedigen,erklären,füllt,unwissenheitsflächen,größer,werdenden,wissenslandschaft,angefangen,wissen,fragen,auftauchen,wohl",2017,0067, Religion ist,BenLo,06,06,vikus-viewer/data/fulltext/pdf/rh170606 - 17 - Religion ist.pdf,"|
alltäglichkeiten
ộ
religion ist
lo
…  ein menschliches bedürfnis  oder besser  der versuch ein menschliches bedürfnis zu 
befriedigen  es ist das bedürfnis alles erklären zu können  religion füllt die 
unwissenheitsflächen in der immer größer werdenden wissenslandschaft  was ist nach dem 
tod  wie hat alles angefangen  was soll das alles  doch da mit mehr wissen auch immer 
mehr fragen auftauchen  wird es wohl immer religionen geben  es sei denn  man findet eine
methode das unwissen zu ertragen  das wäre dann aber wahrscheinlich wieder eine 
religion 
anbenlo@gmx de
benlo schrei  -  rh170606  -  religion ist - seite 1 von 1
 "
"All,mann,schon,sterbender,paar,fühl,kalt,jammern,recht,sterben,betreff,alltäglichkeiten,orte,worte,lieben,leute,heute,glieder,gelenke,kopf,schmerzt",2018,0068, sterbender Mann,BenLo,02,27,vikus-viewer/data/fulltext/pdf/zh180227 - 19 - sterbender Mann.pdf,"|
alltäglichkeiten
ộ
sterbender mann
lo
von diesem orte  nur ein paar worte für euch ihr lieben leute  das war ein tag heute  
mir tun weh die glieder und gelenke  der kopf schmerzt  wenn ich denke  die nase läuft 
und wenn ich huste schmerzen die rippen  vorm fenster qualmen ein paar kippen  ich 
fühl mich schlapp und hänge ab  draußen ist es eisig kalt  ich fühl mich alt  geschlafen 
habe ich auch sehr schlecht  aber will nicht jammern  ist schon recht 
doch  ich will doch jammern  noch ein bisschen ans leben klammern  bin ein mann und 
deshalb eher mit sterben dran  wer weiß denn wann es enden wird  der sensemann mich
schon umwirbt  ich spüre schon die kälte bis ins gute herz hinein  ich will kein mann 
mehr sein  beim mann wird das klagen nicht ernst genommen  „ja ja   spöttisch höre ich
nur „dann ist wohl dein ende gekommen  
keiner mein elend glaubt  ich bin um den verstand beraubt  allen ist es klar und sie 
wissen es genau  an so einem infekt stirbt keine frau  die werden über 90 jahre alt  ein 
mann ist dann  doch meistens schon recht kalt  werde wohl sterben  habe eh nichts zu 
vererben  ich habe weiter keinen mut  mitleid tut so gut  und falls ich dann doch noch 
einmal dem tod von der schippe springe  gehe ich raus und singe 
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh 180227-19 - sterbender mann„
seite 1 von 1
an anbenlo@gmx de  
sein
 "
"All,oben,nase,langsam,angst,still,warum,wach,müde,wurde,immer,meldete,plötzlich,augen,schnee,vögel,erde,ohren,freundin,schon,betreff",2017,0069, Angst und vergessen,BenLo,12,29,vikus-viewer/data/fulltext/pdf/zh171229 - 11 - Angst und vergessen.pdf,"|
alltäglichkeiten
ộ
angst und vergessen
lo
es war stockdunkel und absolut still  auch seine nase bot ihm keinen grund für sein erwachen  
alles was er anfasste  war angenehm weich  warum war er wach  er war so müde  und wurde 
unruhig  dann rollte er sich wieder zusammen und versuchte  sich normalität vorzustellen  es 
klappte nicht  sein gehirn arbeitete  er war noch nie zwischendurch aufgewacht  diese stille  sein 
herz pocherte  er grub sich langsam nach oben  sehr vorsichtig  es wurde mit jedem zentimeter 
kälter  es war immer noch still und dunkel und seine nase meldete weiterhin nichts  er musste 
doch bald oben sein  plötzlich meldete seine nasenspitze eiseskälte  seine augen waren 
geblendet  nur langsam gewöhnten sie sich an die helligkeit  er schob sich noch etwas weiter vor  
rundherum nur schnee  auch über ihm  bislang hat er schnee nur in ganz kleinen mengen 
gekannt  tagsüber war der dann immer wieder weg gewesen  es hat anders gerochen  vögel 
hatten überall gezwitschert  und  er war nie so müde gewesen 
so also sah es  wenn er schlief  hier oben aus  sehr trostlos  aber auch irgendwie faszinierend  
warum war er wach geworden  das wollte er trotz müdigkeit erforschen   plötzlich war alles um 
ihn herum grellweiß  er schloss die augen  als er sie wieder langsam öffnete erbebte die erde und
seine ohren schmerzten  er floh  zurück in die kuschelige erde  er hatte panik  es dauerte bis er 
zur ruhe kam und einschlief   
es war warm  und es regnete  seine freundin und er tollten durch das laub des waldes  sie waren 
so verliebt und sie genossen den regen  dicke tropfen fielen von den blättern  die welt war 
schön  gewitter fand er als kind schon aufregend  und er hatte eine freundin  die seine freude 
teilte  das leben war wunderbar 
als er wieder aufwachte  war er ausgeruht und buddelte sich nach oben   er streckte seine nase in 
den frühlingsduft  seine ohren quollen über vom gesang der vögel  die sonne wärmte schon ein 
wenig und er freute sich auf den sommer   
an- oder abmeldungen bitte an anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh171229-11 - angst und vergessen„
seite 1 von 1
an anbenlo@gmx de  
sein
 "
"All,schön,münster,praktikantin,mann,strahlte,krankenhaus,schien,gefolgt,gesicht,dumm,frau,katholisch,betreff,alltäglichkeiten,gerade,zimmer,verlassen,alte,bett,rechts",2017,0070, Schön,BenLo,08,17,vikus-viewer/data/fulltext/pdf/zh170817 - 11 - Schön.pdf,"|
alltäglichkeiten
ộ
schön
lo
die praktikantin hatte gerade das zimmer verlassen  ist das nicht schön 
der alte mann im bett rechts strahlte mich an 
was ist denn so schön 
na ja  alles hier 
was soll hier im krankenhaus schön sein 
er holte mit dem armen weit aus  wie das alles so geworden ist 
es schien etwas längeres zu werden    
also  wenn ich daran denke wie ich als junger bursche dem großen führer gefolgt bin  sein 
gesicht wurde ernst  gefolgt  ich war ihm hörig  wollte unbedingt für das vaterland 
kämpfen  freiwillig gemeldet  meine freunde angestachelt mit zu machen  wir waren 16  17
jahre alt  und dumm  ich habe geglaubt  ohne verstand  nicht nur mitgelaufen  ich habe 
geführt und war stolz darauf  dann war schluss  und es ging ja weiter  meine damalige 
freundin  und jetzige frau  war katholisch  ich evangelisch  alle in münster waren 
katholisch  die käfige am lamberti zeigen ja was passieren kann  wir suchten eine 
wohnung  gemeinsam  in münster  eine katholische frau und ein evangelischer mann  jeder 
vermieter wäre auf direktem weg in der hölle gelandet  bei einem bauern in telgte ließen 
wir uns nieder   
das krankenzimmer war gefüllt mit stille und ehrlichkeit  sein gesicht strahlte wieder  und 
jetzt  kuck dich mal um  am fenster alex aus russland  dann du  ein spätgeborener 
deutscher und ich  der franz  ein alter  drecks/ex -nazi  er lachte  in einem katholischen 
krankenhaus  und wir erzählen und lachen zusammen  draußen auf dem flur patienten aus 
libyen  syrien  türkei  spanien  von überall  er grinst  und sogar aus deutschland  alle 
kommen miteinander ins gespräch und lassen sich behandeln von ärzten aus vietnam  
schweden  frankreich  niemand ist was besseres  die oberschwester aus tunesien  andere 
schwestern und pfleger aus polen  litauen  holland und finnland  das essen wird im 
wechsel von einem afghanen oder chinesen auf die station gebracht  sie studieren in 
münster  ja  und die junge praktikantin  die so schön schwarz ist  -  er schien glücklich    
leise sagte er
alle sind nett 
keiner dumm 
wir haben spaß 
also  wenn das nicht schön ist  dann weiß ich nicht    
er war eingeschlafen  es war anstrengend für ihn 
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh170817-11  -  schön„
seite 1 von 1
an anbenlo@gmx de  
sein
 "
"All,text,trotz,möchte,weiß,betreff,alltäglichkeiten,wörtern,gebaut,herz,klopft,laut,recht,schön,geworden,trauer,freude,überborden,jahre,später,sehe",2017,0071, Bin ich ok,BenLo,10,13,vikus-viewer/data/fulltext/pdf/zh171013 - 11 - Bin ich ok.pdf,"|
alltäglichkeiten
ộ
bin ich  ok
lo
habe aus wörtern einen text gebaut
mein herz  es klopft sehr laut 
er ist recht schön geworden
trotz trauer kann freude überborden 
jahre später  ich sehe ihn liegen
er ist gut  das ist geblieben 
doch irgend etwas fehlt
er wirkt ein wenig unbeseelt 
scheint insgesamt sehr leer
ich spüre  da muss noch farbe her 
kenne aber selbst nur rot und blau 
schade  er bleibt wie er ist  lau 
sie übt mit mir im chor das singen
wir wechseln worte nett gemeint
sie erzählt  dass sie designt 
könnte sie die seele bringen 
sie fragt  was sind denn das für sachen 
ich möchte werben  nicht mauern 
zeige den text übers sterben und trauern 
sie liest  und  -  wird es machen 
ich benehm  mich nicht gescheit 
gutes braucht ruhe  damit es gedeiht 
trotz dem ich das weiß  es ist verhext 
frage ich wieder und wieder nach dem text 
doch sie ist stark und nimmt sich die zeit 
dass ich jetzt schreibe dieses gedicht
wirft auf mich wieder etwas licht 
möchte mich ändern gern 
renovieren und entkern n 
ist nicht leicht  schmeiße hin 
__________________________
wer weiß  ob es nicht doch macht sinn 
wenn ich bleibe was ich bin 
ein komischer aber doch ganz netter wicht 
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh171013-11  -  bin ich ok„
seite 1 von 1
an anbenlo@gmx de  
sein
 "
"All,umfrage,hallo,gerne,schon,menschen,alltägliches,schrei,zh170717-14,seite,locke,darf,fragen,wissen,klar,danke,wiedersehen,mache,strich,spalte,obwohl",2017,0072, Umfrage,BenLo,07,17,vikus-viewer/data/fulltext/pdf/zh170717 - 14 - Umfrage.pdf," alltägliches von benlo schrei  -  zh170717-14  -  umfrage - seite 1 von 1
umfrage
locke
hallo  hallo sie da  
ja  meinen sie mich  
ja sie  
was wollen sie denn  
darf ich sie etwas fragen  
ja  gerne  was wollen sie denn wissen  
alles klar  danke  das war es schon  auf wiedersehen  
ich mache wieder einen strich in der spalte „ja   es ist schon jetzt  obwohl ich gerade mal die hälfte der 
vorgegebenen zahl von menschen befragt habe  offensichtlich  dass eine überwiegende mehrheit der 
menschen sich gerne befragen lässt 
 "
"All,ausländer,verein,letzten,wurde,wurden,vorstand,prozent,mehr,betreff,alltäglichkeiten,überfremdung,recht,plötzlich,unerwartet,obwohl,jahr,ausländeranteil,gleich,geblieben,monaten",2017,0073, Überfremdung,BenLo,04,25,vikus-viewer/data/fulltext/pdf/zh170425 - 99 - Überfremdung.pdf,"|
alltäglichkeiten
ộ
überfremdung
lo
es kam doch recht plötzlich aber nicht unerwartet  wir hatten jetzt ausländer im verein  obwohl 
im letzten jahr der ausländeranteil gleich geblieben war  hatte sich in den letzten monaten eine 
leichte disharmonie angedeutet  erst waren es nur einzelne stimmen  aber es wurde immer 
unruhiger  die unzufriedenen wurden lauter  beschimpfungen gegen den vorstand waren 
normal  nach mehreren heftigen auseinandersetzungen wurden neuwahlen angesetzt  der alte 
vorstand wurde wieder gewählt und die protestler verließen den verein 
 innerhalb einer stunde hatten wir zehn prozent mehr ausländer und hundert prozent mehr 
spass 
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh170425 -99  -  überfremdung„
seite 1 von 1
an anbenlo@gmx de  
sein
 "
"All,wissen,menschen,welt,jemand,wann,gehen,bitte,„anbenlo@betreff,wissende,gibt,mehr,ginge,alltäglichkeiten,kinder,jacke,vorm,grauen,zeit,töpfchen,gerne",2017,0074, Wissende,BenLo,09,23,vikus-viewer/data/fulltext/pdf/zh170923 - 17 - Wissende.pdf,"|
alltäglichkeiten
ộ
wissende
lo
es gibt menschen die wissen es  alles wissen die  die wissen wann kinder eine dickere jacke
anzuziehen haben  die wissen wann jemand zu lange ferngesehen oder vorm komputer  
nein  vorm pc gesessen hat  die wissen welcher typ einen grauen und welcher einen gelben 
pullover anziehen sollte  dass es jetzt zeit ist auf s töpfchen zu gehen oder sich die grauen 
haare zu färben  und wer zu seinem alter stehen sollte  und der schnuller muss jetzt von 
der schnullerfee geholt werden  die wissen dass jetzt zeit ins bett zu gehen ist  
es gibt solche menschen  diese menschen wissen  ein mensch gehorcht nicht gerne 
befehlen  sie wissen  bitten ist besser als befehlen  und sie wissen wenn jemand gebeten 
wird  sollte er gehorchen  das gehört sich so  wann fenster geputzt werden müssen  wann 
der rasen gemäht werden muss  wie die frisur zu sein hat  ob die schuhe sauber genug sind
und der kragen richtig sitzt  auch wie jemand zu gehen hat  aufrecht aber doch nicht 
hochnäsig  sie wissen ob jemand dumme witze erzählt oder sich zu still verhält  das alles 
wissen diese menschen 
das  was ich bis jetzt beschrieben habe ist ja nicht einmal ein promille von dem was diese 
menschen alles wissen  sie wissen alles 
und sie sagen es auch jedem  natürlich nur wenn es passt  sie wissen was sich gehört  die 
welt würde untergehen  wenn sie nicht so aufmerksam alles beobachten würden  es gibt 
einfach zu viele menschen die gar nichts wissen  keiner würde sich mehr seinem typ 
entsprechend grau oder gelb kleiden  das allein wäre schon das ende der welt  die fenster 
würden schwarz vom fliegendreck  spätestens dann ginge die welt unter  wenn die kinder 
nicht auf s töpfchen gehen scheissen sie sich noch als alte menschen in die hosen  und die 
welt ginge unter  die menschheit ginge mit schief sitzenden krägen direkt auf den abgrund
zu 
⇓
⇓
an- und abmeldungen bitte an „anbenlo@gmx de   mit betreff  fixabo bzw  nixabo 
ich garantiere für nichts
aber dies sollte die
lobhudeleien auch an „anbenlo@gmx de    aber im betreff bitte „zh170923-17  -  wissende„ 
 seite 1 von 2
sein 
 alltäglichkeiten
ộ
wissende
sie treten immer so sicher auf  so ganz ohne zweifel  denn diese menschen glauben wirklich
zu wissen und leiden unter der last der verantwortung für die ganze welt  aber sie wissen 
es eben und können doch nicht dem untergang tatenlos zusehen 
die unwissenden wissen nur  dass sie nicht viel wissen  sie haben sofort ein schlechtes 
gewissen wenn sie eine eigene entscheidung treffen  sie könnte ja zum weltuntergang 
führen  manchmal geben sie gerne die verantwortung ab  sind froh  wenn ihnen jemand 
sicher den richtigen weg weist  innerlich fühlen sie sich aber meist wie verlierer 
ach  hätte man mir als kind doch erlaubt bei kaltem wetter ohne jacke nach draussen zu 
rennen  ich hätte gemerkt dass dicke jacken durchaus einen sinn haben  und so ganz 
nebenbei erfahren  dass die welt nicht untergeht wenn ich etwas falsch mache 
so weit  so gut  aber es ist komplizierter   die unwissenden sind in manchen situationen 
wissende  sie vergessen in diesen situationen ihre eigentliche unwissenheit 
und umgekehrt ist es genau so  schade  
wir sollten vielleicht 
mehr darauf vertrauen  dass alles auch auf andere art funktionieren kann 
mehr darauf vertrauen  dass die welt nicht untergeht wenn etwas falsch war 
╚════════════════════════════════════════════❨✻❩═════════════════════════════════════════════╝
an- und abmeldungen bitte an „anbenlo@gmx de   mit betreff  fixabo bzw  nixabo 
ich garantiere für nichts
aber dies sollte die
lobhudeleien auch an „anbenlo@gmx de    aber im betreff bitte „zh170923-17  -  wissende„ 
 seite 2 von 2
sein 
 "
"All,wichtig,betreff,alltäglichkeiten,jude,buddhist,kommunist,hinduist,christ,muslim,kapitalist,kleiner,wicht-,abmeldungen,bitte,anbenlo@garantiere,fixabo,nixabo,tadel,„zh180209,geändert",2018,0075, 99,BenLo,02,09,vikus-viewer/data/fulltext/pdf/zh180209 - 16 - Wichtig - geändert aus 161006 - 99.pdf,"|
alltäglichkeiten
ộ
wichtig 
lo
bin jude  buddhist oder kommunist
nicht
auch hinduist oder christ
nicht
selbst muslim oder kapitalist
nicht
bin nur ein kleiner
wicht-
         ich     
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh180209 -16 -  wichtig -- geändert aus 161006-99„
seite 1 von 1
an anbenlo@gmx de  
sein
 "
"All,wörter,kommen,betreff,bitte,alltäglichkeiten,stehen,geht,mikro,schon,kleiner,abmeldungen,anbenlo@garantiere,fixabo,nixabo,tadel,„zh170511-11,stehen„,seite,weiß,nachts",2017,0076, Wörter kommen Wörter stehen,BenLo,05,11,vikus-viewer/data/fulltext/pdf/zh170511 - 11 - Wörter kommen Wörter stehen.pdf,"|
alltäglichkeiten
ộ
wörter kommen wörter stehen
lo
meine wörter heute 
kommen gleich einer wilden meute 
ungeplant und
nicht geahnt 
ich hoffe  es werden nicht zu viel 
und sie finden doch ein ziel 
geht es irgendwo hin 
mit gewinn 
oder versinken sie ganz dumpf
im sumpf 
wir werden es sehen 
einfach mal gehen 
o  es geht los  das mikro ist an und es fiept und pfeift 
bis es dann zum brüllen reift 
wird immmer lauter bis ich schrei
und schon ist es vorbei 
leise fängt es wieder an 
ich mache mich an das mikro ran 
zieh den stecker raus 
aus die maus 
kleiner zwischenstop 
wo sind denn wir 
hopp oder topp 
vielleicht ein bier 
aaach  tut gut 
stimmt nicht 
brauchte mut
ich kleiner wicht 
hab es nur getrunken
weil andere mir nett zu gewunken 
mochte nicht sagen  nein  oder  bitte  ein glas wasser 
⇓
⇓
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh170511-11  -  wörter kommen wörter stehen„
seite 1 von 2
an anbenlo@gmx de  
sein
 |
alltäglichkeiten
ộ
wörter kommen wörter stehen
lo
jetzt wird es ja immer krasser 
warum kommen denn keck
ein paar fische um die eck 
keine ahnung  lass sie gewähren
auch kann ich nicht erklären
wie getreide kommt zu militärischen ehren 
eyh  wo läuft das hin 
ich weiß nicht wo ich bin 
doch was ich schon sehr lange weiß
vegetarier essen tags reis
und nachts  zumindest vereinzelt  fleisch 
ruhig  kein gekreisch 
forscher haben gefilmt einen hirschen
nachts sich an eine leiche pirschen 
das aas ist ihm wohl bekommen
er hat sich mehrere nächte was genommen 
jetzt reicht es aber
dieses gelaber
rhabarber 
rhabarber …  
╚════════════════════════════════════════════❨✻❩═════════════════════════════════════════════╝
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh170511-11  -  wörter kommen wörter stehen„
seite 2 von 2
an anbenlo@gmx de  
sein
 "
"All,schreiben,geschrieben,gelöscht,sehe,heute,schreibe,schon,wirklich,sonne,scheint,älter,alltäglichkeiten,alltägliches,unsägliches,menge,blödes,zeug,zumuten,versuche,schilder",2017,0077, Was soll ich schreiben,BenLo,07,16,vikus-viewer/data/fulltext/pdf/zh170716 - 13 - Was soll ich schreiben.pdf,"|
alltäglichkeiten
ộ
was soll ich schreiben 
lo
alltägliches
unsägliches 
                                                                                                                            so  jetzt hatte ich eine menge 
geschrieben und habe alles wieder gelöscht  weil es so ein blödes zeug war  dass ich es keinem 
zumuten wollte  
ich versuche was anderes  ich schreibe mal auf  was ich so sehe  also  ich sehe schilder  hatte ich ja 
oben schon geschrieben  aber das kannst du ja nicht wissen  habe es ja wieder gelöscht  und jetzt 
schreibe ich es wieder hin  ist schon wirklich seltsam  dann kann ich auch gleich schreiben  dass ich 
von der sonne geschrieben habe  warum habe ich das denn eigentlich gelöscht  dass sie scheint  
auch wenn wir sie nicht sehen  es ist ja wirklich nichts erzählenswertes  so banal  da fällt mir ein  
 habe ich mal gehört  die sonne soll gar nicht so hell sein  sie scheint nur so     oh  man jetzt wird es 
wieder blöd  ich sollte heute nichts mehr schreiben  
ach so  was ich so sehe  ein glas wasser rechts neben mir  vor mir im regal ein paar modelautos  drei
citroen ds  einen rotem londoner doppeldeckerbus  einen chinesischen glücksgott als 
handschmeichler zu benutzen  ein von leona gemaltes portrait von mir als ich noch hübscher war     
na ja  was soll s  jeder wird älter  ist nur die frage wie lange  irgendwann ist schluss mit älter 
werden  oh  ich muss aufpassen  ich merke es läuft wieder in richtung leben und tod und das will 
ich heute nicht  
habe nachgedacht und beschlossen  ich höre für heute auf    
anbenlo@gmx de
zh170716-13  -  was soll ich schreiben - seite 1 von 1
 "
"All,ging,juhu,juchhei,betreff,alltäglichkeiten,buchstabenmissbrauch,neulich,spazieren,wald,juchheissa,winter,kalt,links,zwei,idioten,fahrrad,kamen,auweia,dornen,kenn",2017,0078, Buchstabenmissbrauch,BenLo,07,28,vikus-viewer/data/fulltext/pdf/zh170728 - 18 - Buchstabenmissbrauch.pdf,"|
alltäglichkeiten
ộ
buchstabenmissbrauch
lo
neulich ging  juhu  ich spazieren durch  juchhei  den wald
juchheissa  es war zwar  juchhei  noch winter aber  juhu  nicht kalt
von links  au  zwei idioten  aua  mit dem fahrrad kamen 
auweia  bin in die dornen  aua  kenn nicht mal der  au  toren namen 
schlimmes passierte auch auf dem nürburgring 
keine rückicht  als es um hohe summen ging 
tag zuende  autos schrott  aber trotzdem irgendwie im rahmen 
pastor betet autorenn-gebet  endet mit dem autorenn-amen 
wenn du jetzt wissen willst  wer das wohl ist 
der wieder schreibt so viel dummen mist 
lasse nach oben wandern  deinen müden blick  den lahmen 
dann findest du rechts in der ecke den autorennamen  
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh170728-18  -  buchstabenmissbrauch„
seite 1 von 1
an anbenlo@gmx de  
sein
 "
"All,denker,dichter,gemacht,überdacht,alltäglichkeiten,idee,dumm,regen,nass,anbenlo@zh170509-14,seite",2017,0079, Denker und Dichter,BenLo,05,09,vikus-viewer/data/fulltext/pdf/zh170509 - 14 - Denker und Dichter.pdf,"|
alltäglichkeiten
ộ
denker und dichter
lo
eine idee dumm gemacht 
wird vom denker neu überdacht 
und was vom regen nass gemacht
wird vom dichter neu überdacht 
anbenlo@gmx de
zh170509-14  -  denker und dichter - seite 1 von 1
 "
